Symbol	BREAST_BT549	BREAST_HS578T	BREAST_MCF7	BREAST_MCF7ADR	BREAST_MDAMB231	BREAST_MDAMB435	BREAST_T47D
AP2B1	2.360642059	2.453630784	1.687319403	1.832163696	2.519653627	2.516961746	2.627471425
AP2S1	2.959414121	3.120844807	2.985173003	2.962516085	3.098364496	3.109490823	2.871058346
AP3B1	2.260237352	1.931412192	2.015194096	1.96773536	2.036825342	1.986599836	2.000196361
AP3D1	2.802311048	3.019460822	2.687882103	2.717377561	2.904825132	2.860331868	2.781812767
AP3M1	2.515819554	2.470732621	2.669794204	2.594034235	2.578926649	2.5565167	2.848044607
AP3S1	3.201306612	3.205790223	3.077598995	3.130799895	3.245126033	3.263256586	3.180683272
APBB3	1.875281978	2.038077966	1.92692482	1.790326697	1.795038627	1.807957742	2.08035654
APEH	2.414916414	2.457469038	2.146324145	2.130904672	2.339584105	2.30342432	2.3264614
APEX1	3.369089212	3.16879918	3.397900737	3.293037108	3.227741594	3.207976862	3.24093381
API5	2.044902033	2.071341892	2.096680433	2.003492715	2.196367941	2.16141901	2.287118758
APOA1BP	2.923463375	2.880533809	2.954059316	2.937210287	2.845435623	2.830809929	3.051252719
APOO	2.534366936	2.240514279	2.540235214	2.498721983	2.587656545	2.562872025	2.68136156
APRT	2.361557391	2.532272123	2.992511451	2.839709775	2.482524257	2.452147513	2.764590085
ARCN1	2.960819246	3.072634538	3.027240025	3.091778734	3.160414939	3.158121375	3.137072177
ARF1	3.450400404	3.448267063	3.373614908	3.347036813	3.564310028	3.577497742	3.649923399
ARF4	3.199210218	3.417459388	3.053407148	3.092817595	3.339056233	3.345611183	3.136432657
ARF6	2.81073785	2.616676615	2.895600061	2.805651935	3.050566892	3.060379545	2.989190749
ARFGEF2	1.733214842	1.927241149	1.693860322	1.745044259	1.932768769	1.920519816	2.096766321
ARHGAP1	2.827510046	2.781254969	2.919662059	2.873377778	2.807471618	2.843060117	3.079273913
ARHGDIA	1.761058277	1.732624074	1.611948492	1.538570658	2.062893657	2.05864011	1.700300914
ARL1	2.218001931	2.462113942	2.526589759	2.569136151	2.508107789	2.474597929	2.82744141
ARL2	2.597496319	2.876241214	2.471651657	2.425226338	3.050718937	3.065777046	2.40880097
ARL3	2.703413373	2.693666503	2.665547458	2.591353897	2.6877132	2.667013391	3.026104262
ARL6IP1 	3.372831816	3.091066463	3.320820917	3.352105672	3.335118559	3.315741222	3.251313672
ARL6IP5	2.75460945	2.946865412	2.565091473	2.52610307	2.971729157	2.93883497	2.842678342
ARL8A	2.075823263	2.022716522	2.13483867	2.115039436	1.979766998	2.014100728	1.988631157
ARL8B	3.263593137	3.256169735	3.140962309	3.175688867	3.064027664	3.042055432	3.104454135
ARPC1B	3.070644892	2.782733149	2.932057608	2.912315842	3.087243844	3.078993539	2.575985123
ARPC2	2.936147661	3.158303601	2.828436405	2.863923585	3.091086602	3.103404926	2.721212618
ARPC3	3.196337669	2.920658493	3.208050231	3.272343046	3.295264209	3.318062485	3.369601114
ARPC4	2.820304714	2.670835817	2.441226883	2.335646941	2.654118677	2.67702932	2.480430013
ARPC5	2.898236624	2.795402145	2.734172207	2.691139691	2.908709611	2.889116523	2.611347754
ARPC5L	2.851019678	2.67314141	2.75213403	2.767604854	2.971293658	2.9985197	2.927638284
ASF1A	2.510715711	2.017818961	2.099255686	2.137500253	2.148361824	2.145938799	1.987115118
ASNA1	2.673071461	2.653959637	2.939272294	2.780267669	2.664420926	2.663920046	2.602175418
ASPDH	1.703581192	1.706823249	1.766479551	1.65097609	1.743104774	1.747355378	1.803522473
ATAD1	2.613796763	2.778350916	2.699034424	2.836578132	2.810087	2.788573486	2.999040774
ATAD3A/ATAD3B	2.441100999	2.2975705	2.143025553	2.174095043	2.220234395	2.232883118	2.187416356
ATG3 	3.028231542	3.018992115	2.798961329	2.790319872	2.901696099	2.88918534	3.017687816
ATIC	2.778484329	3.136978	3.207483148	3.137100625	2.769871709	2.753073425	3.090721741
ATL3	2.189153876	2.488142653	1.900839814	1.76167488	2.659098576	2.621799283	2.108469694
ATP13A1	2.462710069	2.364938387	2.431641303	2.403212684	2.496737301	2.439255383	2.332629215
ATP1A1	2.870007757	2.851680601	2.822545304	2.870699328	3.158384337	3.152601727	2.45314185
ATP1B3	3.43652618	3.276433975	2.728380299	2.791342385	3.107378212	3.096004296	3.153201094
ATP2A2	2.868342959	2.865630569	3.019637979	2.984928263	3.119061967	3.095701511	3.348719633
ATP2B1	2.833349552	2.62297505	2.429316639	2.431450285	2.486757966	2.559359762	2.011807633
ATP5A1	3.604526287	3.577801263	3.806348547	3.809457369	3.667870321	3.651085214	3.581764735
ATP5B	3.354371282	3.371531711	3.427506024	3.443743643	3.318687899	3.289073337	3.578804764
ATP5D	2.335915331	2.341634811	2.3764043	2.284889052	2.259808422	2.258769265	2.148256811
ATP5F1	3.579626741	3.422303557	3.557400826	3.561544227	3.602049598	3.624576621	3.42060053
ATP5H	3.389483855	3.305263443	3.495599804	3.437473004	3.577763962	3.539479843	3.649157404
ATP5I	3.213109951	2.981586906	3.234454853	3.188912013	3.141835513	3.134108373	3.167468514
ATP5J	3.289142663	3.204224212	3.107942368	3.117773884	3.318882486	3.318908193	3.290323179
ATP5L	3.348616333	3.239686452	3.458353017	3.453274103	3.547094199	3.519580912	3.437391813
ATP5O	3.330458657	3.251744703	3.257676206	3.181926951	3.279969309	3.28056346	3.409826879
ATP6AP1	3.094291111	2.720033136	3.001867484	3.056369286	2.828536545	2.792044366	3.202766398
ATP6V1A	2.19261012	2.518615209	2.559872883	2.560986036	2.378921201	2.365463346	2.646189859
ATP6V1B2	2.852141939	2.94543654	2.256184031	2.312561245	2.646099559	2.610147467	2.723931229
ATP6V1C1	2.554315023	2.570885364	2.319482836	2.335624729	2.315727292	2.359432429	2.498769194
ATP6V1D 	2.832873755	2.794743777	2.83902428	2.783179655	2.935587592	2.97253711	3.038750052
ATP6V1G1	3.26293229	2.980451811	3.361025627	3.418663465	3.148339994	3.170339903	3.563650582
ATPAF2	1.91539926	1.918160077	2.001236961	1.966063418	1.904364495	1.754044072	1.913448764
ATPIF1	2.925239401	2.855200529	2.800962507	2.800636432	2.785188095	2.821759402	3.013643046
ATXN2L	1.25433585	1.068180401	1.304898228	1.31979461	1.174745577	1.079409324	1.143188095
BAG6	2.797927698	2.959640183	2.846451392	2.757030677	3.133280261	3.105475793	2.762686602
BAX	1.86589937	2.003273399	1.805502001	1.993151404	1.951625487	1.982234831	1.510683991
BBS9	1.907457628	1.899046502	1.748923929	1.568021385	1.631634767	1.613033998	1.974660787
BCAP31	3.319638073	2.869457392	3.108132897	3.063753335	3.280778375	3.269468246	3.045213335
BCAT2	2.341918892	2.562076843	2.6626543	2.593979815	2.519030669	2.498135002	2.211636412
BCCIP	2.580989405	2.738093931	2.645110142	2.671425543	2.806775183	2.792620794	2.426941489
BET1 	2.371171034	2.579565416	2.641491582	2.718811503	2.590320773	2.57702435	2.561644137
BID	2.409688579	2.12626092	2.146609617	2.251153079	2.120663571	2.11905663	1.930813089
BLVRA	1.970533471	2.210409688	2.466255181	2.411265937	2.198368896	2.209645362	2.367563969
BLVRB	2.389546156	3.060010506	3.00648697	2.98902715	2.677754934	2.703978467	3.066257601
BOLA2	2.93517312	2.660869009	3.070274071	2.992332603	2.807836482	2.819611026	2.831360114
BPHL	2.224221445	2.302056273	2.429064993	2.421664655	2.298372716	2.280601973	2.105663927
BPNT1	1.966712574	1.911763024	1.747151711	1.839553797	1.873550037	1.94540858	2.198426584
BSG	3.320998132	3.329716386	2.873950063	2.944597393	3.18855183	3.291959566	3.169174784
BTF3	3.40044382	3.227156199	3.422107249	3.461022956	3.419193022	3.51031071	3.413728943
BTF3L4	2.933652196	2.722646259	2.590060939	2.559867335	2.556065541	2.528395865	2.675269984
BUB3 	2.648580284	2.674497335	2.818779398	2.826728975	2.9564941	3.004792933	2.544819671
BZW1	2.845862605	3.076239358	2.952020816	2.984580112	3.251031225	3.231582414	2.769539657
BZW2	3.292749141	3.058332998	3.124332078	3.029937157	3.043237326	3.028215873	3.193114811
C11orf68	2.368410592	2.632077889	2.3613432	2.399334739	2.682762708	2.688013561	2.392279562
C12orf10	2.389282692	2.550042593	2.627180013	2.511334945	2.266715571	2.252228091	2.679120002
C12orf57	2.871181417	3.127102066	3.338538948	3.22790452	3.103408933	3.085521633	2.702834049
C14orf1	2.48010123	2.155713395	2.619901781	2.593201346	2.374485264	2.383976459	2.7307318
C14orf166	3.386907492	3.291279514	3.464173141	3.465475822	3.46355652	3.462446682	3.47310464
C17orf61	2.561644398	2.614388224	2.683728082	2.539912327	2.665767008	2.647272088	2.531422889
C19orf10	2.94921032	3.023438108	2.480351435	2.557922616	3.053528092	3.061611326	2.75475199
C19orf52	1.948648817	2.05209992	2.076050278	2.021455	1.991479488	2.029572906	1.967400638
C1orf123	2.403685593	2.769236883	2.452281941	2.424874882	2.417068987	2.45777768	2.286076389
C1QBP	3.404158767	3.203048825	3.250517562	3.219622327	3.289246221	3.264621781	2.878747972
C20orf20	2.078423727	1.899955988	1.990351035	1.873980177	2.249793087	2.208756439	1.988206337
C20orf27	2.251521324	2.263340086	2.169657451	2.240657805	2.304757091	2.26988171	1.74119996
C20orf3	2.826344442	2.813170741	2.935789949	2.891968733	2.961989593	2.94054018	2.898193053
C21orf33	2.56940256	2.657649005	2.94917462	2.992868923	2.687580502	2.675312163	2.859863915
C22orf28	2.774052183	2.962585414	2.742068062	2.758733995	2.662509073	2.6329189	2.625831285
C2orf47	2.507513692	2.560899295	2.635513129	2.544835033	2.591412722	2.580162827	2.505065873
C6orf108	2.843068026	2.685251794	3.031499902	3.0211269	2.826620299	2.848573076	2.862279836
C7orf55	2.270692288	2.018405926	2.508524327	2.509553809	2.373672207	2.352138984	1.932152766
C7orf59	2.562200161	2.540273228	2.876951982	2.814681176	2.516215786	2.499626721	2.362686391
C8orf82	2.69776637	2.423885953	2.461755524	2.410644626	2.122879132	2.087986062	2.285300799
CAB39	2.480776805	2.690617141	2.408491713	2.399624159	2.784310855	2.763034661	2.261160869
CACYBP	3.169041157	2.824656778	2.999176588	2.988067613	3.173998259	3.220634524	3.024059737
CAD	2.485265935	2.609980616	2.500822954	2.449377176	2.594160769	2.535995764	2.187073733
CALR	2.381377724	2.168475306	1.705972496	1.877509005	2.12729454	2.182596003	2.085140092
CAND1	2.769872309	2.765566945	2.916395135	2.843652434	2.651661891	2.614383941	2.760213408
CAPN1	2.056634484	2.146441337	2.211893949	2.092962428	2.427488337	2.421283467	2.198605539
CAPNS1	3.247502784	3.338954128	3.172367995	3.085445291	3.391915212	3.394976915	3.101789162
CAPRIN1	2.850974544	2.871890171	2.82215125	2.823283465	3.006482687	2.979597617	3.029228375
CAPZA1	3.373365892	3.182158772	3.112331643	3.127763964	3.404074438	3.445200246	3.079856111
CAPZA2	2.622239741	2.683556202	2.530439649	2.629037311	2.749538208	2.714714608	2.266919451
CARHSP1	2.659078064	2.294228737	2.555004627	2.426356818	2.779176586	2.776535859	2.688554474
CARM1	2.347098846	2.272028109	2.135606051	1.978658473	2.310710167	2.266294861	1.91781583
CARS	2.416423326	2.810358336	2.236180055	2.186748539	2.540580536	2.49912394	2.315374308
CAT	2.947252926	2.555975809	2.961013194	2.828821757	2.92002292	2.915871945	3.312858334
CBFB	2.421048343	2.159328038	2.125563595	2.0489226	2.201514444	2.198290875	2.000507348
CBR1 	2.542396758	2.805774995	2.098255848	1.992659892	2.613876893	2.596521129	2.327811758
CBR3	2.524085142	2.205568133	1.85149056	1.946489431	2.451457287	2.416025914	1.926656945
CBX3	3.238233781	3.239273739	3.360859029	3.434564576	3.24917373	3.265738748	3.334274404
CC2D1A 	1.326425912	1.416324549	1.438243337	1.219277806	1.429836931	1.318671437	1.294661877
CCBL2	2.397432886	2.463871229	2.27519405	2.330144331	2.773620426	2.761499341	2.588910074
CCDC115	1.948228022	2.362086689	2.520601406	2.445079589	2.341315231	2.297802911	2.406805745
CCDC124	2.283484126	2.45803357	2.227481521	2.28976889	2.510839453	2.504798263	2.022977045
CCDC47	2.221886255	2.115659147	2.666673485	3.043183478	2.388911338	2.383453548	2.540235357
CCDC56	2.701461277	2.747652941	2.945198081	2.918893108	3.095600818	3.08192958	3.230156923
CCDC90A	2.631550345	2.914883363	2.766717119	2.690677649	2.825856675	2.839873679	2.381661518
CCT2	3.282815073	2.987132774	3.220377421	3.229614926	3.066776979	3.090247766	3.232306723
CCT3	3.393366469	3.072396868	3.408432396	3.366926403	3.278207205	3.261665329	3.266428765
CCT4	3.354627412	3.548237966	3.44028808	3.373965149	3.491165213	3.456170385	3.256965889
CCT5	3.439897878	3.367670451	3.2067879	3.259794598	3.406397439	3.404956228	3.061938724
CCT6A	2.960387169	2.920611096	2.667004698	2.667770461	2.86115329	2.851493981	2.602586764
CCT7	2.98972077	3.169884706	3.059004214	3.080292309	3.214338235	3.20787402	2.770003734
CCT8	3.268662681	3.243977661	2.9955252	3.001371897	3.343721686	3.341583585	3.181243326
CD2AP	2.32943673	2.492599794	2.414372559	2.478728973	2.842371716	2.831270433	2.630731999
CD44	3.025907647	3.083061825	2.426542827	2.375375781	3.189625076	3.169000217	2.008822438
CD59 	3.039587493	3.045117785	2.341080393	2.30145293	3.321313379	3.283448124	2.994112736
CD9	3.256609625	2.726585217	3.527036806	3.468888325	3.40047077	3.378404776	3.00653299
CDC37	2.75141984	2.753225001	2.675362761	2.603066008	2.86838528	2.883706909	2.5503101
CDC73 	2.52208137	2.309207142	2.374697665	2.35779663	2.276426097	2.318303015	2.581600305
CDK5RAP3	2.497301989	2.559440702	3.177388035	3.269383603	2.761306709	2.743096626	2.971629355
CDKN2AIPNL	2.227797449	2.055505396	2.17389734	1.992860163	2.096502507	2.129079443	2.14731879
CDV3	3.483545274	3.255295164	3.141626802	3.242766984	3.281936105	3.248330448	3.747681971
CECR5	2.388761919	2.510336883	2.634555847	2.58866664	2.349847827	2.371417217	2.27097647
CELF1	2.225506163	2.019801055	2.414111084	2.534621953	2.383187965	2.407073601	2.202603052
CERS2	3.053236904	2.896278994	3.334345288	3.295110913	3.176188222	3.133471033	3.35308535
CFL1	3.663434388	3.279114009	3.405155296	3.355366945	3.638980025	3.648539912	3.424749786
CFL2	2.714828028	2.448258359	1.322311925	1.479279703	2.652704731	2.621829536	1.98278154
CHCHD2	3.780065042	3.609020931	3.379908814	3.303297054	3.601481239	3.608243944	3.663388844
CHCHD3	2.902911607	2.845956699	2.761447097	2.776516938	2.945970133	2.971299936	2.422707891
CHCHD8	2.82244598	2.60611055	2.903193848	2.975926645	2.910825769	2.921727603	2.845921129
CHD4	1.916162749	1.894103508	2.008030231	2.1076245	1.924005077	2.029760445	1.925594649
CHMP4B	2.089775732	2.209293045	1.984025905	2.255302361	2.281802107	2.323229652	2.260719425
CHORDC1	2.69291893	2.483977906	2.337855223	2.369183448	2.54509115	2.575213764	2.871393175
CHP1	1.7768923	1.963786011	1.761527921	1.570247635	1.978721025	2.099641554	2.356637625
CHRAC1	2.463785453	2.247431046	2.176341806	2.184606768	2.189975967	2.128097654	1.898040794
CISD1	2.637536298	2.709699709	2.60096067	2.775588841	2.861091961	2.87496369	2.755803003
CISD2	2.134205276	2.205567836	2.06828288	2.204838962	2.363605398	2.392913552	2.163425269
CKAP4	2.432753838	2.752645185	2.199032672	2.216877283	2.750642252	2.764416319	2.392466679
CKAP5	2.865313171	2.656904768	2.884475383	2.749371352	2.902025082	2.876923673	2.67453547
CLCC1	2.221842063	2.252809563	2.217297172	2.148516042	2.290223366	2.306147787	1.887074021
CLIC4	2.844503239	3.22246839	2.310278236	2.371152882	2.75363098	2.76033499	2.441974146
CLINT1	2.709992222	2.610399957	2.645930644	2.584455574	2.54438945	2.537390224	2.666774324
CLIP1	1.611796715	1.719747765	1.570237793	2.046955859	1.655837672	1.600371302	1.725134766
CLN6 	1.962924178	1.650802774	1.882779945	1.97752917	1.914650476	1.925660781	1.553514184
CLNS1A	2.941710917	2.912503161	3.168506181	3.078202204	2.849097446	2.855806631	2.933391652
CLPB	2.246817029	2.534349497	1.943656452	1.839766948	2.004970717	1.907438784	1.859690848
CLPP	2.564924325	2.659347817	2.414024999	2.319949949	2.649921431	2.651776246	2.252717296
CLPTM1	2.309011064	2.362362338	2.352036056	2.33126703	2.380166579	2.38937435	2.318487223
CLPTM1L	2.938856829	3.063810246	2.851657336	2.91146568	3.082877476	3.071000008	3.201982049
CLPX	2.158910258	2.20907018	2.537611359	2.499765778	2.266541974	2.271405343	2.328603208
CLTA	3.61253995	3.183634884	3.302500127	3.216933966	3.573748894	3.559339932	3.340174943
CLTB	2.303515434	2.217955569	2.390817066	2.302324298	2.505595475	2.515494687	2.224796792
CLTC	3.189705566	3.558582781	3.576445419	3.567299505	3.645303619	3.607116741	3.670621337
CMC1 	2.681999173	2.575116164	2.741791037	2.681285887	2.762349596	2.771355281	2.624488185
CMPK1	2.994491247	3.127693897	2.659418621	2.779743413	2.926927228	2.931707985	2.476688178
CNN2	2.649856491	2.627462063	2.045995958	2.108397237	2.598246868	2.612276976	2.394664445
CNOT1	2.229337063	2.132011544	2.158922221	2.058109148	2.24807766	2.218880697	2.208161454
CNP	2.620700133	2.393509048	2.284965275	2.238245813	2.677579506	2.650026797	2.325510923
CNPY2	3.274271049	2.968598546	3.014340018	3.011022865	2.873869201	2.837522871	3.380825751
COASY	2.536418219	2.532404006	2.447748139	2.26907014	2.616581101	2.587339551	2.926433298
COMT	2.818346032	3.174971298	3.156203162	3.073279837	2.687824991	2.690494045	2.725058061
COPA	2.509728225	2.449293892	2.126775709	2.195881705	2.277872267	2.342001421	2.65844756
COPB1	3.145033231	3.323355155	3.226015071	3.274118282	3.398291851	3.430547313	3.434120416
COPB2	2.988613276	3.198637566	2.971083876	3.001122238	2.82835187	2.841627675	3.305464977
COPE	2.935592929	2.990694482	3.051978414	2.957147724	3.038758034	3.086148316	2.859125875
COPG1	2.614145021	2.869675192	2.689005767	2.653700885	2.566111898	2.537424938	2.744286635
COPS2	2.901236724	3.186421663	2.990847969	2.891005279	3.011486455	2.973827111	3.040995019
COPS3	2.858856808	2.598580937	2.592913972	2.575300297	2.763903738	2.756192418	2.338594188
COPS4	2.623751646	2.63320681	2.747407426	2.685335334	2.749618229	2.759649757	2.675622429
COPS5	3.262452564	3.298552327	2.926022724	2.906901145	2.885741184	2.887233276	3.131960517
COPS6	2.74434669	2.831874432	3.117120502	3.143198113	2.985838743	3.009231325	2.731872954
COPS7A	2.349887487	2.497515716	2.289189617	2.325652232	2.342104123	2.320098009	2.188796555
COPS8	3.237529617	2.987368955	2.624194966	2.703364188	2.762107862	2.753826885	2.716482553
COPZ1	2.855402992	2.786526317	2.793088187	2.85114933	2.778586375	2.76053992	3.076045374
CORO1C	3.17845437	2.948584295	2.607984373	2.494369127	3.262282227	3.228778488	2.64846038
COTL1	3.039833612	2.875460052	1.680088533	1.607361075	2.946475121	2.901093004	2.204413736
COX2 	4.138603832	4.085414107	4.062927526	4.051216704	4.163205764	4.177395633	4.182405244
COX20 	2.597361835	2.374353723	2.227426931	2.273093914	2.445815216	2.429154297	2.380270702
COX4I1	3.358458662	3.352047586	3.474576946	3.458480687	3.211832656	3.182167584	3.462727527
COX5A 	3.140214077	3.247547331	3.365000019	3.349237156	3.350553571	3.35028336	3.297232472
COX5B 	3.164650965	3.294553505	3.53179302	3.487229298	3.35682976	3.321994222	3.169908052
CPNE1	2.442523509	2.650993044	2.191906638	1.918217587	2.901143356	2.897988952	2.523827148
CPNE3	2.552391867	2.935464812	3.00970566	3.002788443	2.858476461	2.867127151	2.973373489
CPOX	1.614735715	2.496844597	1.781073375	1.746720773	2.723379673	2.730702322	2.049434078
CPSF3	2.501562353	2.464808628	2.46101534	2.437082081	2.580605951	2.540869936	2.236537975
CPSF6	2.726619214	2.728473337	2.77836306	2.745852079	2.73085393	2.682245952	2.81104624
CPSF7	2.377361174	2.424387746	2.375956682	2.348820734	2.355925255	2.355341937	2.461647617
CPT2	2.077115171	2.11277027	2.094164081	2.037829877	1.828606623	1.904977976	2.106624683
CRK	2.617492122	2.609854318	2.541451053	2.493517275	2.572726543	2.565828991	2.388381389
CRKL	2.001053491	2.115833352	1.867780535	1.956369954	1.90698199	1.900958369	2.102839782
CRTAP	2.400357922	3.068139714	2.668122265	2.538445291	2.706511946	2.757778357	2.620954014
CRYZ	2.634764286	2.652533192	2.530324521	2.51119428	2.57887538	2.533170451	2.675958614
CS	3.186386789	2.94314988	3.224582714	3.068686284	2.976008921	2.937455053	3.181743456
